Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
73,3.0,0.0,0.0,610.0,13.0,25.0,3287.0,0.1,6.512000000000002,0.0,0.0,621.123717546463,,,,,,,,,,,,,,,,,,,,,1.325777824987425,2.1279984864867836,6.491832727998585,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,740.0,14.0,130.0,3417.0,0.1,45.727999999999994,0.0,0.0,632.9904589653015,,,,,,,,,,,,,,,,,,,,,21.69793413150555,13.430987782549872,42.99321199367966,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,784.0,15.0,44.0,3461.0,0.1,13.220999999999986,0.0,0.0,637.4822883605957,,,,,,,,,,,,,,,,,,,,,2.593632413521363,4.096925931508506,13.133133307286332,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,842.0,16.0,58.0,3519.0,0.1,7.63600000000001,0.0,0.0,643.5670230388641,,,,,,,,,,,,,,,,,,,,,3.0581704403725145,1.8394407403464703,7.473565772437498,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,866.0,17.0,24.0,3543.0,0.1,7.311000000000003,0.0,0.0,646.2204971313477,,,,,,,,,,,,,,,,,,,,,1.695309366793073,2.4597903273603148,7.284875040402732,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,918.0,18.0,52.0,3595.0,0.1,28.615000000000027,0.0,0.0,651.4110908508301,,,,,,,,,,,,,,,,,,,,,8.710124050027659,9.71416702983489,28.21848229550729,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,944.0,19.0,26.0,3621.0,0.1,8.411999999999992,0.0,0.0,654.1733827590942,,,,,,,,,,,,,,,,,,,,,1.9073221946226784,2.843327562895869,8.379159562906063,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1014.0,20.0,70.0,3691.0,0.1,28.223000000000035,0.0,0.0,660.9541771411896,,,,,,,,,,,,,,,,,,,,,8.929530483831227,9.21110678214003,27.653211636192555,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,73.0,1.0,73.0,3764.0,0.1,21.43300000000001,0.0,0.0,782.6322102546692,,,,,,,,,,,,,,,,,,,,,6.229387812390677,5.538136270646122,21.020274217856983,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,112.0,2.0,39.0,3803.0,0.1,11.618999999999987,0.0,0.0,786.6130414009094,,,,,,,,,,,,,,,,,,,,,2.2991113028628654,3.652105468934835,11.552427962685762,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,263.0,3.0,151.0,3954.0,0.1,45.673999999999864,0.0,0.0,800.346941947937,,,,,,,,,,,,,,,,,,,,,10.962891171806785,11.137820521511932,44.106772872028365,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,397.0,4.0,134.0,4088.0,0.1,74.31899999999999,0.0,0.0,812.8115932941437,,,,,,,,,,,,,,,,,,,,,26.82622985011266,21.960112141892708,70.86594622659189,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,432.0,5.0,35.0,4123.0,0.1,9.616999999999988,0.0,0.0,816.3666257858276,,,,,,,,,,,,,,,,,,,,,1.8714376722395505,3.0081676976336884,9.57063137358742,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,479.0,6.0,47.0,4170.0,0.1,23.51100000000002,0.0,0.0,820.9261870384216,,,,,,,,,,,,,,,,,,,,,7.187361530770856,7.675050535236019,23.219610008460688,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,520.0,7.0,41.0,4211.0,0.1,26.310000000000016,0.0,0.0,825.0924637317657,,,,,,,,,,,,,,,,,,,,,9.352688271894031,9.08890418263226,25.978470743869345,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,544.0,8.0,24.0,4235.0,0.1,6.911000000000002,0.0,0.0,827.6958076953888,,,,,,,,,,,,,,,,,,,,,1.5293907036222096,2.3080037062090386,6.888063862774755,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,602.0,9.0,58.0,4293.0,0.1,23.012000000000018,0.0,0.0,833.3971197605133,,,,,,,,,,,,,,,,,,,,,7.403235950780553,6.826700460181199,22.627845377764878,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,677.0,10.0,75.0,4368.0,0.1,14.34899999999997,0.0,0.0,840.4941985607147,,,,,,,,,,,,,,,,,,,,,3.7078346248512557,3.1462632722112334,14.099096497033738,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,715.0,11.0,38.0,4406.0,0.1,13.51499999999999,0.0,0.0,844.3415658473969,,,,,,,,,,,,,,,,,,,,,3.218111183861806,4.359837358013562,13.4195374303365,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,798.0,12.0,83.0,4489.0,0.1,53.412999999999975,0.0,0.0,852.0579807758331,,,,,,,,,,,,,,,,,,,,,20.847425135533697,16.698280224039326,51.78618429615871,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,818.0,13.0,20.0,4509.0,0.1,6.309000000000002,0.0,0.0,854.4774940013885,,,,,,,,,,,,,,,,,,,,,1.5284956365262818,2.209557254722288,6.291005807879427,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,865.0,14.0,47.0,4556.0,0.1,13.510999999999987,0.0,0.0,859.2610077857971,,,,,,,,,,,,,,,,,,,,,4.123103176310871,3.7987936326126306,13.343888583992793,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,952.0,15.0,87.0,4643.0,0.1,20.14500000000004,0.0,0.0,867.3365468978882,,,,,,,,,,,,,,,,,,,,,6.187501202043651,4.714694991708379,19.64595966880013,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,973.0,16.0,21.0,4664.0,0.1,4.311000000000003,0.0,0.0,869.9201092720032,,,,,,,,,,,,,,,,,,,,,0.8968473043171121,1.415828176109903,4.300763432711332,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1029.0,17.0,56.0,4720.0,0.1,31.51100000000002,0.0,0.0,875.3144450187683,,,,,,,,,,,,,,,,,,,,,10.707024671502849,10.073224358050144,30.973322289652852,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1097.0,18.0,68.0,4788.0,0.1,24.324000000000048,0.0,0.0,881.9664695262909,,,,,,,,,,,,,,,,,,,,,7.426115305551022,6.414474861555842,23.866733760008795,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1125.0,19.0,28.0,4816.0,0.1,11.409999999999993,0.0,0.0,884.8752717971802,,,,,,,,,,,,,,,,,,,,,3.052572527794922,3.9161413553834308,11.347211044098898,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1248.0,20.0,123.0,4939.0,0.1,36.15400000000004,0.0,0.0,896.098512172699,,,,,,,,,,,,,,,,,,,,,13.384212135950218,8.962411630592765,34.57686105252214,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,82.0,1.0,82.0,5021.0,0.1,39.62299999999996,0.0,0.0,1028.8727419376373,,,,,,,,,,,,,,,,,,,,,11.774996414774234,12.95770382663027,38.7348813217507,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,222.0,2.0,140.0,5161.0,0.1,50.815000000000055,0.0,0.0,1041.601574897766,,,,,,,,,,,,,,,,,,,,,18.452572477732406,13.219147855563914,48.328248020911325,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,257.0,3.0,35.0,5196.0,0.1,12.91499999999999,0.0,0.0,1045.176670074463,,,,,,,,,,,,,,,,,,,,,3.0657438762846105,4.273019237600085,12.833352836650505,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,386.0,4.0,129.0,5325.0,0.1,45.33499999999998,0.0,0.0,1057.072942495346,,,,,,,,,,,,,,,,,,,,,11.301678222312582,12.462256400476086,43.96496948331885,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,427.0,5.0,41.0,5366.0,0.1,23.01100000000002,0.0,0.0,1061.331878900528,,,,,,,,,,,,,,,,,,,,,7.317746070162802,7.934603688402183,22.756462579820386,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,468.0,6.0,41.0,5407.0,0.1,21.01200000000002,0.0,0.0,1065.4318444728851,,,,,,,,,,,,,,,,,,,,,6.244703505269004,7.167445009052035,20.797541441625782,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,569.0,7.0,101.0,5508.0,0.1,48.815999999999995,0.0,0.0,1074.6658957004547,,,,,,,,,,,,,,,,,,,,,15.910763358519187,14.10746429503527,47.30357274270221,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,609.0,8.0,40.0,5548.0,0.1,11.118999999999987,0.0,0.0,1078.9158194065094,,,,,,,,,,,,,,,,,,,,,2.2065372825855114,3.4174824110062203,11.052833122107678,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,634.0,9.0,25.0,5573.0,0.1,7.510000000000002,0.0,0.0,1081.6599702835083,,,,,,,,,,,,,,,,,,,,,1.742552157507896,2.488690074201718,7.481391497666137,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,676.0,10.0,42.0,5615.0,0.1,13.021999999999986,0.0,0.0,1085.7715473175049,,,,,,,,,,,,,,,,,,,,,2.5519948826817105,4.115752944362512,12.940684643529789,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,772.0,11.0,96.0,5711.0,0.1,36.92000000000003,0.0,0.0,1094.7603921890259,,,,,,,,,,,,,,,,,,,,,11.766187977933583,9.485758336851436,35.86213436070545,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,822.0,12.0,50.0,5761.0,0.1,21.010000000000016,0.0,0.0,1099.8256402015686,,,,,,,,,,,,,,,,,,,,,6.685896890888654,6.198106516383737,20.717118675688262,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,847.0,13.0,25.0,5786.0,0.1,7.011000000000002,0.0,0.0,1102.581444978714,,,,,,,,,,,,,,,,,,,,,1.5242842444573954,2.309018478642886,6.986859626281502,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,898.0,14.0,51.0,5837.0,0.1,19.109000000000012,0.0,0.0,1107.8466820716858,,,,,,,,,,,,,,,,,,,,,6.229776931947749,5.487799763924005,18.828920388326924,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,955.0,15.0,57.0,5894.0,0.1,21.71400000000002,0.0,0.0,1113.3206865787506,,,,,,,,,,,,,,,,,,,,,7.052158517925523,6.53988238940642,21.354715039842887,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,1005.0,16.0,50.0,5944.0,0.1,9.520999999999995,0.0,0.0,1118.3304262161255,,,,,,,,,,,,,,,,,,,,,4.024077416653554,2.7815444331226664,9.338463718139884,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,1086.0,17.0,81.0,6025.0,0.1,27.315000000000065,0.0,0.0,1125.9710621833801,,,,,,,,,,,,,,,,,,,,,8.31427730673158,7.596776888225877,26.694906656561212,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,1134.0,18.0,48.0,6073.0,0.1,19.218000000000032,0.0,0.0,1130.7204911708832,,,,,,,,,,,,,,,,,,,,,4.645972909036171,6.234363827779942,19.03304034802196,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,1169.0,19.0,35.0,6108.0,0.1,18.410000000000018,0.0,0.0,1134.605950832367,,,,,,,,,,,,,,,,,,,,,5.782263715236508,6.36553148644856,18.2440907072906,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,1200.0,20.0,31.0,6139.0,0.1,10.512999999999991,0.0,0.0,1137.8191030025482,,,,,,,,,,,,,,,,,,,,,2.4199816712755062,3.471650998669225,10.45888788507272,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,50.0,1.0,50.0,6189.0,0.1,26.214000000000027,0.0,0.0,1263.2690222263336,,,,,,,,,,,,,,,,,,,,,7.733377837135555,8.851815743343188,25.879063355791452,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,184.0,2.0,134.0,6323.0,0.1,49.05300000000004,0.0,0.0,1275.613573551178,,,,,,,,,,,,,,,,,,,,,16.935322219186606,12.318922888418957,46.877374694643606,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,369.0,3.0,185.0,6508.0,0.1,90.1129999999999,0.0,0.0,1292.3082978725433,,,,,,,,,,,,,,,,,,,,,36.99887433017899,26.784836332387826,83.43499480352915,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,430.0,4.0,61.0,6569.0,0.1,17.916000000000025,0.0,0.0,1298.2048163414001,,,,,,,,,,,,,,,,,,,,,4.098305565868255,5.041866566572812,17.701388435965526,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,514.0,5.0,84.0,6653.0,0.1,44.51299999999999,0.0,0.0,1306.2929241657257,,,,,,,,,,,,,,,,,,,,,16.526042777744095,13.288087066666925,43.21119157863519,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,555.0,6.0,41.0,6694.0,0.1,19.810000000000016,0.0,0.0,1310.5715234279633,,,,,,,,,,,,,,,,,,,,,7.221622240971773,6.657411018412313,19.552999934990204,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,753.0,7.0,198.0,6892.0,0.1,88.64400000000009,0.0,0.0,1328.3190002441406,,,,,,,,,,,,,,,,,,,,,41.19771467596852,24.695218871691907,80.64806798205441,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,807.0,8.0,54.0,6946.0,0.1,8.132999999999978,0.0,0.0,1333.6619596481323,,,,,,,,,,,,,,,,,,,,,1.0295002499114623,2.080150599297781,8.093586065048822,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,908.0,9.0,101.0,7047.0,0.1,44.609000000000016,0.0,0.0,1342.9938094615936,,,,,,,,,,,,,,,,,,,,,17.341077456944106,13.115873011302241,42.943395023500635,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,972.0,10.0,64.0,7111.0,0.1,30.924000000000035,0.0,0.0,1349.4041903018951,,,,,,,,,,,,,,,,,,,,,8.57622879823067,10.105627220440097,30.43596284664367,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1005.0,11.0,33.0,7144.0,0.1,11.512999999999991,0.0,0.0,1353.1269006729126,,,,,,,,,,,,,,,,,,,,,2.740327688939296,3.768350768115506,11.44544863809255,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,1063.0,12.0,58.0,7202.0,0.1,23.911000000000033,0.0,0.0,1358.828088760376,,,,,,,,,,,,,,,,,,,,,7.619840127006409,6.971904044910713,23.516057872320403,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,1086.0,13.0,23.0,7225.0,0.1,6.910000000000002,0.0,0.0,1361.4786603450775,,,,,,,,,,,,,,,,,,,,,1.5948543858050714,2.335065370585784,6.887085633307466,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,1179.0,14.0,93.0,7318.0,0.1,42.01899999999999,0.0,0.0,1370.0875215530396,,,,,,,,,,,,,,,,,,,,,14.247757187411082,12.430949367581428,40.775468743589215,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,1235.0,15.0,56.0,7374.0,0.1,36.21299999999997,0.0,0.0,1375.71750664711,,,,,,,,,,,,,,,,,,,,,12.960798673150654,12.038619326380598,35.55827626856442,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,1373.0,16.0,138.0,7512.0,0.1,25.650000000000027,0.0,0.0,1388.338318824768,,,,,,,,,,,,,,,,,,,,,14.077378436362478,6.337450236731888,23.75480763624683,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,1401.0,17.0,28.0,7540.0,0.1,8.011999999999992,0.0,0.0,1391.425267457962,,,,,,,,,,,,,,,,,,,,,1.771214279085805,2.5926497414661447,7.978354731293452,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,1466.0,18.0,65.0,7605.0,0.1,21.519000000000045,0.0,0.0,1397.8727734088898,,,,,,,,,,,,,,,,,,,,,6.689564610687974,5.775698284159955,21.126409993883055,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,1492.0,19.0,26.0,7631.0,0.1,10.310999999999993,0.0,0.0,1400.68652009964,,,,,,,,,,,,,,,,,,,,,2.679860864347744,3.5961579388105935,10.261837029749431,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,1764.0,20.0,272.0,7903.0,0.1,156.41099999999977,0.0,0.0,1425.155946969986,,,,,,,,,,,,,,,,,,,,,68.4109742230196,39.82207144215678,138.07923540290926,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,117.0,1.0,117.0,8020.0,0.1,72.21100000000004,0.0,0.0,1603.8274405002594,,,,,,,,,,,,,,,,,,,,,28.87272720378505,20.8787107985903,68.9707634733404,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,198.0,2.0,81.0,8101.0,0.1,53.91399999999997,0.0,0.0,1611.3360712528229,,,,,,,,,,,,,,,,,,,,,19.4890936155957,17.272266424513212,52.44021139972481,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,266.0,3.0,68.0,8169.0,0.1,37.51699999999997,0.0,0.0,1617.9445753097534,,,,,,,,,,,,,,,,,,,,,12.475254561807398,12.198959618121249,36.74213020808306,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,331.0,4.0,65.0,8234.0,0.1,32.912999999999975,0.0,0.0,1624.2062430381775,,,,,,,,,,,,,,,,,,,,,12.016817405681282,10.547304845915724,32.19626720677708,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,362.0,5.0,31.0,8265.0,0.1,8.01599999999999,0.0,0.0,1627.7762022018433,,,,,,,,,,,,,,,,,,,,,1.523289751460811,2.5299064935322835,7.984739511989181,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,400.0,6.0,38.0,8303.0,0.1,19.41200000000002,0.0,0.0,1631.6037430763245,,,,,,,,,,,,,,,,,,,,,5.781727840675249,6.680008612331921,19.230736584486735,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,479.0,7.0,79.0,8382.0,0.1,21.323000000000075,0.0,0.0,1638.9448761940002,,,,,,,,,,,,,,,,,,,,,4.5066797784135115,5.761366741536278,21.00896922699009,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,543.0,8.0,64.0,8446.0,0.1,23.613000000000028,0.0,0.0,1645.2364542484283,,,,,,,,,,,,,,,,,,,,,7.764798296230813,6.5895484051535265,23.16235445559797,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,638.0,9.0,95.0,8541.0,0.1,40.42099999999998,0.0,0.0,1654.4296753406525,,,,,,,,,,,,,,,,,,,,,19.74917272277696,12.142830899405869,38.622034037376906,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,680.0,10.0,42.0,8583.0,0.1,21.914000000000023,0.0,0.0,1658.6022732257843,,,,,,,,,,,,,,,,,,,,,6.512953768606282,7.53031144748317,21.683801861639957,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,710.0,11.0,30.0,8613.0,0.1,10.510999999999992,0.0,0.0,1661.8631358146667,,,,,,,,,,,,,,,,,,,,,2.597825405253255,3.469070204302928,10.453962709298292,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,768.0,12.0,58.0,8671.0,0.1,18.714000000000013,0.0,0.0,1667.5211770534515,,,,,,,,,,,,,,,,,,,,,5.867588404675992,5.222560637572662,18.41048242690016,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,791.0,13.0,23.0,8694.0,0.1,6.811000000000003,0.0,0.0,1670.2118971347809,,,,,,,,,,,,,,,,,,,,,1.5392323752249744,2.306492543963465,6.789169204609842,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,848.0,14.0,57.0,8751.0,0.1,19.31600000000002,0.0,0.0,1675.8331780433655,,,,,,,,,,,,,,,,,,,,,5.561621085845242,5.579576565008202,19.037042646356884,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,883.0,15.0,35.0,8786.0,0.1,10.31299999999999,0.0,0.0,1679.5419597625732,,,,,,,,,,,,,,,,,,,,,2.2938869321851265,3.227390646763468,10.253210124412224,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,905.0,16.0,22.0,8808.0,0.1,3.411999999999999,0.0,0.0,1682.2478778362274,,,,,,,,,,,,,,,,,,,,,0.6620658835164641,1.0889475744048087,3.404239625574161,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,933.0,17.0,28.0,8836.0,0.1,8.511999999999992,0.0,0.0,1685.2218444347382,,,,,,,,,,,,,,,,,,,,,1.89583990346118,2.7898581434714416,8.475859726295957,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,986.0,18.0,53.0,8889.0,0.1,33.90999999999998,0.0,0.0,1690.5093312263489,,,,,,,,,,,,,,,,,,,,,12.347714717802399,11.18083106422341,33.3221821620985,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,1008.0,19.0,22.0,8911.0,0.1,6.811000000000003,0.0,0.0,1693.3563520908356,,,,,,,,,,,,,,,,,,,,,1.5500905486264853,2.3583449638979155,6.790472161781621,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,1111.0,20.0,103.0,9014.0,0.1,31.53300000000009,0.0,0.0,1702.8216924667358,,,,,,,,,,,,,,,,,,,,,6.6252581128792825,9.119134060405637,30.91239228655426,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,120.0,1.0,120.0,9134.0,0.1,70.92000000000004,0.0,0.0,1827.1203565597534,,,,,,,,,,,,,,,,,,,,,25.37853401470896,22.039001096479186,68.01052896563726,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,216.0,2.0,96.0,9230.0,0.1,71.81000000000003,0.0,0.0,1836.3406245708466,,,,,,,,,,,,,,,,,,,,,31.755674459701755,22.227552918570687,68.89918472212815,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,0.0,306.0,3.0,90.0,9320.0,0.1,47.012,0.0,0.0,1844.6822428703308,,,,,,,,,,,,,,,,,,,,,16.674513807360142,14.054529974235605,45.60245306100652,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,0.0,356.0,4.0,50.0,9370.0,0.1,25.21600000000003,0.0,0.0,1849.6088955402374,,,,,,,,,,,,,,,,,,,,,7.145413371836591,8.522804070851347,24.908521465818342,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
