Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
73,3.0,0.0,0.0,858.0,13.0,26.0,3673.0,0.1,8.185999999999998,0.0,0.0,640.3224816322327,,,,,,,,,,,,,,,,,,,,,2.1510744252443392,2.701815591940359,8.146356631850717,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,912.0,14.0,54.0,3727.0,0.1,20.544200000000007,0.0,0.0,645.4937105178833,,,,,,,,,,,,,,,,,,,,,7.9049682468180595,5.750088157940719,20.157626810666347,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,968.0,15.0,56.0,3783.0,0.1,26.745200000000004,0.0,0.0,650.9212613105774,,,,,,,,,,,,,,,,,,,,,10.653575875781765,8.131162198958467,26.200975500982683,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,987.0,16.0,19.0,3802.0,0.1,6.484400000000001,0.0,0.0,653.0451493263245,,,,,,,,,,,,,,,,,,,,,1.8603499770268062,2.230268531989613,6.461970830125912,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1017.0,17.0,30.0,3832.0,0.1,11.105599999999997,0.0,0.0,656.4291758537292,,,,,,,,,,,,,,,,,,,,,3.1875797255914544,3.70011800685527,11.032025627461552,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1051.0,18.0,34.0,3866.0,0.1,12.7852,0.0,0.0,659.8820517063141,,,,,,,,,,,,,,,,,,,,,3.807023030150025,4.23708041933964,12.6811107573789,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1076.0,19.0,25.0,3891.0,0.1,10.425199999999998,0.0,0.0,662.6018245220184,,,,,,,,,,,,,,,,,,,,,3.1669763303167486,3.6424274514220762,10.366748722438237,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1227.0,20.0,151.0,4042.0,0.1,89.38540000000002,0.0,0.0,676.1745846271515,,,,,,,,,,,,,,,,,,,,,37.91235518519218,26.95564920354869,83.82820695273448,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,72.0,1.0,72.0,4114.0,0.1,32.987799999999964,0.0,0.0,905.7134521007538,,,,,,,,,,,,,,,,,,,,,10.219860895603878,10.240088281624109,32.31657084062693,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,199.0,2.0,127.0,4241.0,0.1,52.10619999999991,0.0,0.0,917.2275578975677,,,,,,,,,,,,,,,,,,,,,21.775670806904092,13.585007709507664,49.43951940681744,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,402.0,3.0,203.0,4444.0,0.1,118.40399999999984,0.0,0.0,935.4094288349152,,,,,,,,,,,,,,,,,,,,,55.650086188468734,32.96022887097424,107.32156831881021,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,529.0,4.0,127.0,4571.0,0.1,74.04519999999994,0.0,0.0,946.8585367202759,,,,,,,,,,,,,,,,,,,,,29.474862639190818,20.826551278168445,70.44270741694923,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,607.0,5.0,78.0,4649.0,0.1,45.50519999999994,0.0,0.0,954.3633415699005,,,,,,,,,,,,,,,,,,,,,17.057917959031567,14.588333239067117,44.26316446496101,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,652.0,6.0,45.0,4694.0,0.1,22.207200000000007,0.0,0.0,958.7689478397369,,,,,,,,,,,,,,,,,,,,,7.043752688265883,7.4122637094864965,21.934077349649993,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,739.0,7.0,87.0,4781.0,0.1,41.20499999999997,0.0,0.0,966.7957899570465,,,,,,,,,,,,,,,,,,,,,14.453626681778935,13.41195451553707,40.027549550236174,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,792.0,8.0,53.0,4834.0,0.1,29.30720000000001,0.0,0.0,972.1593263149261,,,,,,,,,,,,,,,,,,,,,10.026970853819087,9.910265425848653,28.83340852839585,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,961.0,9.0,169.0,5003.0,0.1,91.10599999999994,0.0,0.0,987.2171721458435,,,,,,,,,,,,,,,,,,,,,39.44973269358885,26.17324593717014,84.60812682029727,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,997.0,10.0,36.0,5039.0,0.1,16.005000000000013,0.0,0.0,991.0180053710938,,,,,,,,,,,,,,,,,,,,,5.133573618739687,5.493189410988574,15.85187925635883,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1094.0,11.0,97.0,5136.0,0.1,40.44539999999996,0.0,0.0,1000.0145924091339,,,,,,,,,,,,,,,,,,,,,16.75909682880005,10.956426085918212,38.89752375759785,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1161.0,12.0,67.0,5203.0,0.1,35.04479999999999,0.0,0.0,1006.4759910106659,,,,,,,,,,,,,,,,,,,,,14.391419169800711,11.104221151573402,34.14883844367225,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1187.0,13.0,26.0,5229.0,0.1,8.805399999999999,0.0,0.0,1009.2475397586823,,,,,,,,,,,,,,,,,,,,,2.563422122925245,2.9972616892087105,8.756254778105374,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1213.0,14.0,26.0,5255.0,0.1,9.245599999999998,0.0,0.0,1012.0509660243988,,,,,,,,,,,,,,,,,,,,,2.6563504268182467,3.1294972758480233,9.194915525037276,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1359.0,15.0,146.0,5401.0,0.1,61.49099999999991,0.0,0.0,1025.5467340946198,,,,,,,,,,,,,,,,,,,,,25.12069398851935,16.155482626339122,57.939199136750545,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1382.0,16.0,23.0,5424.0,0.1,7.424200000000001,0.0,0.0,1028.0430076122284,,,,,,,,,,,,,,,,,,,,,2.181997127120585,2.487744058846768,7.388784245783549,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1416.0,17.0,34.0,5458.0,0.1,14.205000000000002,0.0,0.0,1031.5166137218475,,,,,,,,,,,,,,,,,,,,,4.338094400963472,4.797247572153335,14.085662028762739,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1479.0,18.0,63.0,5521.0,0.1,33.72499999999998,0.0,0.0,1037.4408676624298,,,,,,,,,,,,,,,,,,,,,11.10487562055757,11.002911571205017,33.09154283002211,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1510.0,19.0,31.0,5552.0,0.1,10.6052,0.0,0.0,1040.6849184036255,,,,,,,,,,,,,,,,,,,,,3.074405519752215,3.474702480668682,10.530944787517926,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1837.0,20.0,327.0,5879.0,0.1,190.3058000000003,0.0,0.0,1069.74809384346,,,,,,,,,,,,,,,,,,,,,78.27103769791891,44.346143335678875,165.0410878073074,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,219.0,1.0,219.0,6098.0,0.1,149.60540000000017,0.0,0.0,1316.9653687477112,,,,,,,,,,,,,,,,,,,,,63.44273290888223,40.61142544267912,135.98327205379042,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,324.0,2.0,105.0,6203.0,0.1,58.26599999999992,0.0,0.0,1326.730549812317,,,,,,,,,,,,,,,,,,,,,22.491112722803017,17.510999768153603,56.016409967630985,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,414.0,3.0,90.0,6293.0,0.1,57.004999999999946,0.0,0.0,1335.0717191696167,,,,,,,,,,,,,,,,,,,,,22.427524985976383,17.760802005969357,55.096660976554276,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,487.0,4.0,73.0,6366.0,0.1,38.60639999999996,0.0,0.0,1341.8551149368286,,,,,,,,,,,,,,,,,,,,,14.029233323586789,11.980476024449729,37.657543396628036,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,608.0,5.0,121.0,6487.0,0.1,63.70659999999991,0.0,0.0,1352.8412873744965,,,,,,,,,,,,,,,,,,,,,23.05115605096038,18.350106935221657,61.03942793427443,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,767.0,6.0,159.0,6646.0,0.1,78.94539999999986,0.0,0.0,1367.1945374011993,,,,,,,,,,,,,,,,,,,,,34.20062625598003,20.622163891079083,73.65473624304909,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,946.0,7.0,179.0,6825.0,0.1,109.10519999999998,0.0,0.0,1383.4982130527496,,,,,,,,,,,,,,,,,,,,,47.932849281321026,30.268550509800736,100.72657239686487,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1055.0,8.0,109.0,6934.0,0.1,57.145999999999916,0.0,0.0,1393.4193370342255,,,,,,,,,,,,,,,,,,,,,21.476443137614126,16.21758768724776,54.914842468093795,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1222.0,9.0,167.0,7101.0,0.1,97.3839999999999,0.0,0.0,1408.310958623886,,,,,,,,,,,,,,,,,,,,,41.095701467112114,27.546389483063205,90.70233181629305,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1354.0,10.0,132.0,7233.0,0.1,74.72359999999992,0.0,0.0,1420.224651813507,,,,,,,,,,,,,,,,,,,,,29.042804228117017,21.1369482834484,71.03194269533653,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1413.0,11.0,59.0,7292.0,0.1,22.5654,0.0,0.0,1425.7992038726807,,,,,,,,,,,,,,,,,,,,,6.301548766654563,7.061610872197974,22.238062509724333,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1511.0,12.0,98.0,7390.0,0.1,69.94559999999994,0.0,0.0,1435.0491330623627,,,,,,,,,,,,,,,,,,,,,29.993063089954116,21.422056974487173,67.14049366401889,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1540.0,13.0,29.0,7419.0,0.1,10.6852,0.0,0.0,1438.1013777256012,,,,,,,,,,,,,,,,,,,,,3.0533245925133166,3.5363820189223123,10.61787872639117,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1584.0,14.0,44.0,7463.0,0.1,25.38520000000002,0.0,0.0,1442.4457595348358,,,,,,,,,,,,,,,,,,,,,9.895539621773136,8.611733545646866,24.99977079846812,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1637.0,15.0,53.0,7516.0,0.1,30.564000000000004,0.0,0.0,1447.5269484519958,,,,,,,,,,,,,,,,,,,,,11.683092340760984,9.65226039888451,30.00477565246897,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,1656.0,16.0,19.0,7535.0,0.1,6.124400000000002,0.0,0.0,1449.71728849411,,,,,,,,,,,,,,,,,,,,,1.7879385174428355,2.128611333974628,6.102628322184634,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,1896.0,17.0,240.0,7775.0,0.1,158.98400000000018,0.0,0.0,1471.129233598709,,,,,,,,,,,,,,,,,,,,,70.77710881674507,41.43438051129141,142.28191543293164,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,1970.0,18.0,74.0,7849.0,0.1,27.426999999999996,0.0,0.0,1478.0021722316742,,,,,,,,,,,,,,,,,,,,,10.055699379567141,7.686051186541133,26.73632415790369,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2150.0,19.0,180.0,8029.0,0.1,96.26879999999993,0.0,0.0,1494.0976343154907,,,,,,,,,,,,,,,,,,,,,37.249371364144835,28.727368229417642,89.74331003120636,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2515.0,20.0,365.0,8394.0,0.1,205.80540000000087,0.0,0.0,1526.3010489940643,,,,,,,,,,,,,,,,,,,,,91.06399905664672,48.745770342966736,172.91269281726576,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
